Subject,Body,Priority
Important: Fix Now,This is a needs attention matter. Please do not delay. Failure to address this may result in escalation.,High
Alert: Top Priority,This is a asap matter. Please handle urgently. Failure to address this may result in severe consequences.,High
Alert: Extreme,This is a production halted matter. Please handle urgently. Failure to address this may result in a critical failure.,High
Alert: Critical,This is a crisis matter. Please handle urgently. Failure to address this may result in escalation.,High
Attention: Breakpoint,This is a critical matter. Please do not delay. Failure to address this may result in escalation.,High
Attention: Life-or-Death,This is a bottleneck matter. Please resolve immediately. Failure to address this may result in severe consequences.,High
Critical: Escalation Level,This is a on fire matter. Please do not delay. Failure to address this may result in severe consequences.,High
Attention: Production Halted,This is a critical path matter. Please resolve immediately. Failure to address this may result in severe consequences.,High
Alert: Last Minute,This is a last minute matter. Please do not delay. Failure to address this may result in a critical failure.,High
Important: Resolve Immediately,This is a blocking issue matter. Please act now. Failure to address this may result in severe consequences.,High
Important: At Risk,This is a needs attention matter. Please act now. Failure to address this may result in severe consequences.,High
Important: Escalation Level,This is a pressing matter. Please do not delay. Failure to address this may result in escalation.,High
Important: Fix Now,This is a red alert matter. Please do not delay. Failure to address this may result in severe consequences.,High
Important: Requires Action,This is a workflow blocked matter. Please handle urgently. Failure to address this may result in severe consequences.,High
Alert: Breakpoint,This is a deal breaker matter. Please do not delay. Failure to address this may result in escalation.,High
Critical: Urgent,This is a at risk matter. Please handle urgently. Failure to address this may result in escalation.,High
Alert: Critical Path,This is a kpi at risk matter. Please do not delay. Failure to address this may result in severe consequences.,High
Critical: Immediate,This is a crisis matter. Please handle urgently. Failure to address this may result in escalation.,High
