processed_text,subject,body,urgency
Monthly Performance Review Meeting. Routine log checks are required as part of the maintenance schedule.,Monthly Performance Review Meeting,Routine log checks are required as part of the maintenance schedule.,not_urgent
Security Incident: Firewall Breach. Production servers are overheating; shutdown required to prevent damage.,Security Incident: Firewall Breach,Production servers are overheating; shutdown required to prevent damage.,urgent
Policy Update: Work from Home Guidelines. Performance reviews for all employees will be conducted next week.,Policy Update: Work from Home Guidelines,Performance reviews for all employees will be conducted next week.,not_urgent
Policy Update: Work from Home Guidelines. This is not critical and can be resolved later.,Policy Update: Work from Home Guidelines,This is not critical and can be resolved later.,not_urgent
"Critical Bug in Production Environment. The main network is down, affecting all departments.",Critical Bug in Production Environment,"The main network is down, affecting all departments.",urgent
Critical Bug in Production Environment. Unauthorized access detected; escalate to the security team immediately.,Critical Bug in Production Environment,Unauthorized access detected; escalate to the security team immediately.,urgent
Security Incident: Firewall Breach. The scheduled meeting with stakeholders has been delayed; inform all parties.,Security Incident: Firewall Breach,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
"High-Priority: Payment Gateway Down. The main network is down, affecting all departments.",High-Priority: Payment Gateway Down,"The main network is down, affecting all departments.",urgent
Query Regarding Leave Balances. Please update the user profile picture at your earliest convenience.,Query Regarding Leave Balances,Please update the user profile picture at your earliest convenience.,not_urgent
Reminder: Upcoming Maintenance. Performance reviews for all employees will be conducted next week.,Reminder: Upcoming Maintenance,Performance reviews for all employees will be conducted next week.,not_urgent
Reminder: Upcoming Maintenance. Can you confirm the leave balance for the current year?,Reminder: Upcoming Maintenance,Can you confirm the leave balance for the current year?,not_urgent
"Emergency: Hardware Malfunction. The main network is down, affecting all departments.",Emergency: Hardware Malfunction,"The main network is down, affecting all departments.",urgent
Critical Bug in Production Environment. All transactions are failing due to a payment gateway issue.,Critical Bug in Production Environment,All transactions are failing due to a payment gateway issue.,urgent
Feedback Needed on Website Design. Consider adding more details to the FAQ section for better clarity.,Feedback Needed on Website Design,Consider adding more details to the FAQ section for better clarity.,not_urgent
Critical Bug in Production Environment. The entire system is unresponsive and needs immediate resolution.,Critical Bug in Production Environment,The entire system is unresponsive and needs immediate resolution.,urgent
Query Regarding Leave Balances. Routine log checks are required as part of the maintenance schedule.,Query Regarding Leave Balances,Routine log checks are required as part of the maintenance schedule.,not_urgent
High-Priority: Payment Gateway Down. Firewall settings need to be reviewed to address the security breach.,High-Priority: Payment Gateway Down,Firewall settings need to be reviewed to address the security breach.,urgent
Confirmation of Office Directory Update. Please update the user profile picture at your earliest convenience.,Confirmation of Office Directory Update,Please update the user profile picture at your earliest convenience.,not_urgent
Security Incident: Firewall Breach. Unauthorized access detected; escalate to the security team immediately.,Security Incident: Firewall Breach,Unauthorized access detected; escalate to the security team immediately.,urgent
Critical Bug in Production Environment. The entire system is unresponsive and needs immediate resolution.,Critical Bug in Production Environment,The entire system is unresponsive and needs immediate resolution.,urgent
Monthly Performance Review Meeting. Routine log checks are required as part of the maintenance schedule.,Monthly Performance Review Meeting,Routine log checks are required as part of the maintenance schedule.,not_urgent
Feedback Needed on Website Design. Review the updated work-from-home guidelines attached herewith.,Feedback Needed on Website Design,Review the updated work-from-home guidelines attached herewith.,not_urgent
System Outage: Immediate Action Required. All transactions are failing due to a payment gateway issue.,System Outage: Immediate Action Required,All transactions are failing due to a payment gateway issue.,urgent
Urgent: Stakeholder Meeting Postponed. Unauthorized access detected; escalate to the security team immediately.,Urgent: Stakeholder Meeting Postponed,Unauthorized access detected; escalate to the security team immediately.,urgent
Routine Check: System Logs. Please update the user profile picture at your earliest convenience.,Routine Check: System Logs,Please update the user profile picture at your earliest convenience.,not_urgent
High-Priority: Payment Gateway Down. The scheduled meeting with stakeholders has been delayed; inform all parties.,High-Priority: Payment Gateway Down,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Feedback Needed on Website Design. Can you confirm the leave balance for the current year?,Feedback Needed on Website Design,Can you confirm the leave balance for the current year?,not_urgent
