label,processed_text,priority,urgency
0,Unexpected logout prompts appear during normal usage,low,not_urgent
2,Voltage regulator overheating under nominal load,high,urgent
1,Improper Parameter Tuning Leading to Underfitting,medium,not_urgent
0,Stability issues observed when too many stickers are used in a single message,low,not_urgent
2,Accelerometer data spikes without physical motion,high,urgent
1,Legacy Code Causing Failures in Data Extraction,medium,not_urgent
0,Last active time shows incorrect information for some contacts,low,not_urgent
2,LCD backlight flickers intermittently,high,urgent
1,Data Integrity Issue Detected in Model Training Data,medium,not_urgent
0,Excessive load times for opening large group chats,low,not_urgent
2,Keypad debounce logic fails sporadically,high,urgent
1,ML Model Not Updating with New Data Streams,medium,not_urgent
0,Error during video call setup causes the app to freeze,low,not_urgent
2,Inconsistent file system corruption on SD card access,high,urgent
1,Scalability Issues in Distributed Data Processing,medium,not_urgent
0,Syncing issues with desktop version cause message delays,low,not_urgent
2,Periodic watchdog reset without identifiable cause,high,urgent
1,Smart Contract Deployment Fails on Invalid Gas Estimate,medium,not_urgent
0,Accidental message deletion occurs when trying to copy text,low,not_urgent
2,Infrared receiver sensitivity degrades over time,high,urgent
1,Incorrect Token Balance After Transfer,medium,not_urgent
0,Floating action button disappears on scrolling down in the chat list,low,not_urgent
2,Power supply noise impacts analog reading stability,high,urgent
1,Blockchain Node Fails to Sync with Network,medium,not_urgent
0,Profile status update fails to post intermittently,low,not_urgent
2,Bootloader corrupts under specific sequence of events,high,urgent
1,Smart Contract Function Timeout During Execution,medium,not_urgent
0,Chat session occasionally ends unexpectedly,low,not_urgent
2,Failure to execute OTA update due to checksum error,high,urgent
1,Memory Leak in Blockchain Node Software,medium,not_urgent
0,User interface glitches during network switching,low,not_urgent
2,Secure element access blocked after unsuccessful authentication attempts,high,urgent
1,Consensus Failure on Specific Block,medium,not_urgent
0,Misalignment of chat elements on newer device screens,low,not_urgent
2,Bluetooth pairing intermittently unresponsive,high,urgent
1,Peer Discovery Protocol Not Working,medium,not_urgent
0,Audio message playback control disappears when screen locks,low,not_urgent
2,Ethernet PHY speed auto-negotiation fails,high,urgent
1,Unintended Reentrancy in Smart Contract Code,medium,not_urgent
0,Incorrect handling of timezone differences in chat timestamps,low,not_urgent
2,Capacitive touch input misinterpreted as swipe gesture,high,urgent
1,Transaction Fee Calculation Error,medium,not_urgent
0,Volume control issues during active video calls,low,not_urgent
2,Signal amplifier gain set incorrectly by calibration routine,high,urgent
1,Blockchain Explorer Not Showing Latest Blocks,medium,not_urgent
0,Localization errors in app menu items,low,not_urgent
2,Microcontroller does not wake up from sleep mode on external interrupt,high,urgent
1,API Endpoint for Wallet Information Returns 500 Error,medium,not_urgent
0,Dynamic font size changes not reflecting in chat interface,low,not_urgent
2,Uncommanded actuator movement observed on startup,high,urgent
1,Smart Contract Emitting Incorrect Event Logs,medium,not_urgent
0,Periodic inability to receive verification codes via SMS,low,not_urgent
2,Gyroscope drift not accounted for in navigation algorithms,high,urgent
1,Delayed Block Propagation Causing Network Fork,medium,not_urgent
0,Notification duplication when receiving a message while app is active,low,not_urgent
2,Insufficient error checking in communication protocol stack,high,urgent
1,Invalid State Transitions in Smart Contract,medium,not_urgent
0,Battery drain issue linked to app's background activities,low,not_urgent
2,RFID tag read range significantly lower than expected,high,urgent
1,Cryptographic Signature Validation Failure,medium,not_urgent
0,Unexpected behavior when attempting to block a user,low,not_urgent
2,Hall effect sensor output unstable with fluctuating magnetic fields,high,urgent
1,Inconsistent Data in Blockchain State After Upgrade,medium,not_urgent
0,Profile editing option intermittently unresponsive,low,not_urgent
2,Sudden power consumption spike during ADC conversion,high,urgent
1,Blockchain Network DDoS Attack Vulnerability,medium,not_urgent
0,Data usage spikes during routine chat operations,low,not_urgent
2,Piezo buzzer remains activated after alert condition cleared,high,urgent
1,Orphaned Blocks Increasing Network Latency,medium,not_urgent
0,Unintuitive navigation flows in settings menu,low,not_urgent
2,Software timer fails to compensate for clock skew,high,urgent
1,Misconfigured Blockchain Network Permissions,medium,not_urgent
0,Presence of ghost notifications that do not clear from notification bar,low,not_urgent
2,Malfunctioning range finder under specific environmental conditions,high,urgent
1,Inefficient Gas Usage in Smart Contract Loops,medium,not_urgent
0,Audio distortion when switching from speaker to earpiece during a call,low,not_urgent
2,Thermal printer occasionally prints garbled output,high,urgent
1,Wallet Software Fails to Broadcast Transaction,medium,not_urgent
0,Chat bot responses delayed or failing under specific conditions,low,not_urgent
2,Pressure transducer reads high after prolonged operation,high,urgent
1,Incorrect Implementation of Proof of Stake,medium,not_urgent
0,Performance lag observed when multiple chats are open simultaneously,low,not_urgent
2,Magnetic encoder reports incorrect position after vibration,high,urgent
1,Node Out of Memory Error During Block Validation,medium,not_urgent
0,Contact import feature hangs during operation,low,not_urgent
2,Flash storage write operations sporadically not persisting,high,urgent
1,Unclear Rejection Messages for Failed Transactions,medium,not_urgent
0,Media sharing interruption causes the app to log out,low,not_urgent
2,Faulty microcontroller pin configuration leads to short circuit,high,urgent
1,Smart Contract Fails to Verify Oracle Data,medium,not_urgent
0,Encrypted messages feature inconsistently available across devices,low,not_urgent
2,WiFi module firmware causes intermittent crashes,high,urgent
1,Slow Response Times in Blockchain API Calls,medium,not_urgent
0,App freezes when user attempts to change notification settings,low,not_urgent
2,Suboptimal code causing CPU to remain at high utilization,high,urgent
1,User Interface Not Updating with Block Information,medium,not_urgent
0,Random crashes during heavy data transfer sessions,low,not_urgent
2,Intermittent failure of touch input detection under low battery,high,urgent
1,Blockchain Network Split Due to Version Incompatibility,medium,not_urgent
0,Occasional unresponsiveness when switching from chat to calls,low,not_urgent
2,Data corruption during NVRAM write cycles,high,urgent
1,Data Corruption in Blockchain Ledger,medium,not_urgent
0,Errors reported when updating profile picture,low,not_urgent
2,Incorrect handling of floating point exception in control algorithm,high,urgent
1,Flaw in Smart Contract Upgradability Proxy,medium,not_urgent
0,Message duplication when network connectivity is unstable,low,not_urgent
2,OLED display burn-in due to static image display,high,urgent
1,Smart Contract Compiler Produces Inefficient Bytecode,medium,not_urgent
0,UI freeze during simultaneous sending of multiple images,low,not_urgent
2,Environmental light sensor fails to adjust screen brightness,high,urgent
1,Non-deterministic Bug in Transaction Execution,medium,not_urgent
0,Delayed display of newly added contacts in chat list,low,not_urgent
2,Proximity sensor triggers false positives sporadically,high,urgent
1,Funds Locked in Smart Contract Due to Logic Error,medium,not_urgent
0,Incorrect chat list sorting after receiving a new message,low,not_urgent
2,Error in protocol stack causes data frames to be dropped,high,urgent
1,Smart Contract Audit Reveals Potential Security Flaw,medium,not_urgent
0,Background notification sounds do not respect phone's silent mode,low,not_urgent
2,Temperature dependent failure in crystal oscillator frequency,high,urgent
1,Transaction Mempool Overload Handling Inefficient,medium,not_urgent
0,Chat interface does not refresh after a user is blocked or unblocked,low,not_urgent
2,Analog to digital converter calibration drifts over time,high,urgent
1,Inadequate Logging of Smart Contract Events,medium,not_urgent
0,Language settings revert to default after closing the app,low,not_urgent
2,Backlight control logic fails after extended use,high,urgent
1,Permission Issues in Multi-Signature Wallet,medium,not_urgent
0,Audio clip fails to pause when incoming call is received,low,not_urgent
2,Unexpected behavior of system during under-voltage conditions,high,urgent
1,Private Key Management Security Loopholes,medium,not_urgent
0,Error displayed when trying to forward messages to multiple contacts,low,not_urgent
2,Inconsistent performance of capacitive sensors across units,high,urgent
1,Blockchain Node Fails to Recover from Crash,medium,not_urgent
0,Visibility of some UI elements affected by change in orientation,low,not_urgent
2,Non-functional USB ports after system suspend,high,urgent
1,Inconsistent Rewards Distribution in Mining Pool,medium,not_urgent
0,Inconsistent error messaging when network is disconnected,low,not_urgent
2,Serial port buffer overflow causes system instability,high,urgent
1,Hard Fork Transition Logic Error,medium,not_urgent
0,Voice note recording disrupted by incoming notifications,low,not_urgent
2,Flickering observed in segmented LCD during data updates,high,urgent
1,Smart Contract Interoperability Issues,medium,not_urgent
0,Sudden app closures when accessing links within messages,low,not_urgent
